Region,Old Region,Division,SchoolID,School Name,District,Legislative District,Barangay,Modified COC,TotalEnrolment,Instructional.Rooms,Classroom.Requirement,Shifting,OwnershipType,ElectricitySource,WaterSource,Est.CS,SBPI,Lat,Long
Region VIII,Region VIII,Southern Leyte,122054,Hingatungan Elementary School,Silago,Lone District,HINGATUNGAN,Purely ES,284,14,11,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2,,
Region VIII,Region VIII,Southern Leyte,122057,Salvacion Elementary School,Silago,Lone District,SALVACION,Purely ES,95,4,6,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,3,NA,,
Region VIII,Region VIII,Southern Leyte,192015,Imelda Elementary School,Silago,Lone District,IMELDA,Purely ES,37,3,4,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
Region VIII,Region VIII,Southern Leyte,122056,Lagoma Elementary School,Silago,Lone District,LAGUMA,Purely ES,120,8,7,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,122055,Katipunan Elementary School,Silago,Lone District,KATIPUNAN,Purely ES,82,5,5,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,1,2.325,,
Region VIII,Region VIII,Southern Leyte,192024,Tuba-on Elementary School,Silago,Lone District,TUBA-ON,Purely ES,55,6,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VIII,Region VIII,Southern Leyte,313408,Katipunan National High School,Silago,Lone District,KATIPUNAN,JHS with SHS,243,9,9,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
Region VIII,Region VIII,Southern Leyte,303486,Silago National Vocational  School,Silago,Lone District,POB. DISTRICT II,JHS with SHS,751,36,21,Single Shift,DOS,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
Region VIII,Region VIII,Southern Leyte,122061,Tubod Elementary School,Silago,Lone District,TUBOD,Purely ES,100,7,6,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,122059,Silago Central School,Silago,Lone District,POB. DISTRICT I,Purely ES,389,19,16,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,192028,Catmon Elementary School,Silago,Lone District,CATMON,Purely ES,20,2,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,2.375,,
Region VIII,Region VIII,Southern Leyte,122060,Sudmon Elementary School,Silago,Lone District,SUDMON,Purely ES,56,4,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,1,2.125,,
Region VIII,Region VIII,Southern Leyte,192016,Puntana Elementary School,Silago,Lone District,PUNTANA,Purely ES,40,3,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
Region VIII,Region VIII,Southern Leyte,122058,Sap-ang Elementary School,Silago,Lone District,SAP-ANG,Purely ES,73,4,4,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,122264,Hipantag Multigrade School,Sogod II,Lone District,HIPANTAG,Purely ES,53,2,4,Single Shift,For Verification,GRID SUPPLY,Without Water Supply Source,2,NA,,
Region VIII,Region VIII,Southern Leyte,303471,Mercedes National High School,Silago,Lone District,MERCEDES,JHS with SHS,272,14,11,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,122052,Awayon Elementary School,Silago,Lone District,MERCEDES,Purely ES,155,8,7,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,501047,Kahupian Integrated School,Sogod II,Lone District,KAHUPIAN,All Offering (K to 12),477,9,18,Single Shift,For Verification,GRID SUPPLY,Natural Resources,9,NA,,
Region VIII,Region VIII,Southern Leyte,192012,Olisihan Primary School,Bontoc I,Lone District,OLISIHAN,Purely ES,12,2,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
Region VIII,Region VIII,Southern Leyte,122053,BALAGAWAN ELEMENTARY SCHOOL,Silago,Lone District,BALAGAWAN,Purely ES,113,7,6,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2,,
Region VIII,Region VIII,Southern Leyte,192029,San Francisco Mabuhay Primary School,Sogod II,Lone District,SAN FRANCISCO MABUHAY,Purely ES,35,3,4,Single Shift,DOD,GRID SUPPLY,Without Water Supply Source,1,2.275,,
Region VIII,Region VIII,Southern Leyte,122047,San Pedro Elementary School,Hinunangan,Lone District,SAN PEDRO ISLAND,Purely ES,49,3,4,Single Shift,Tax Dec,OFF-GRID SUPPLY,Natural Resources,1,2.625,,
Region VIII,Region VIII,Southern Leyte,122274,Pancho Villa Elementary School,Sogod II,Lone District,PANCHO VILLA,Purely ES,134,7,7,Single Shift,For Verification,GRID SUPPLY,Without Water Supply Source,0,NA,,
Region VIII,Region VIII,Southern Leyte,122033,Ingan Elementary School,Hinunangan,Lone District,INGAN,Purely ES,86,6,5,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VIII,Region VIII,Southern Leyte,122016,Pamigsian MG Elementary School,Bontoc I,Lone District,PAMIGSIAN,Purely ES,61,5,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
Region VIII,Region VIII,Southern Leyte,122267,Kauswagan Elementary School,Sogod I,Lone District,KAUSWAGAN,Purely ES,63,2,4,Single Shift,DOD,GRID SUPPLY,Without Water Supply Source,2,2.075,,
Region VIII,Region VIII,Southern Leyte,122278,San Juan Elementary School,Sogod II,Lone District,SAN JUAN (AGATA),Purely ES,134,7,7,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,122026,Calag-Itan Elementary School,Hinunangan,Lone District,CALAG-ITAN,Purely ES,104,6,7,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,1,2.275,,
Region VIII,Region VIII,Southern Leyte,122271,Magatas Elementary School,Sogod II,Lone District,MAGATAS,Purely ES,187,8,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.25,,
Region VIII,Region VIII,Southern Leyte,122281,Sta. Maria Primary School,Sogod I,Lone District,SANTA MARIA,Purely ES,28,1,4,Single Shift,DOS,GRID SUPPLY,Piped line from Local Service Provider,3,1.75,,
Region VIII,Region VIII,Southern Leyte,122257,Benit Primary School,Sogod II,Lone District,BENIT,Purely ES,43,2,4,Single Shift,For Verification,OFF-GRID SUPPLY,Without Water Supply Source,2,NA,,
Region VIII,Region VIII,Southern Leyte,122273,Olisihan Elementary School,Sogod II,Lone District,OLISIHAN,Purely ES,106,5,7,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,2,2.125,,
Region VIII,Region VIII,Southern Leyte,122266,Kanangkaan Elementary School,Sogod II,Lone District,KANANGKAAN,Purely ES,40,4,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.3,,
Region VIII,Region VIII,Southern Leyte,122262,Dagsa Multigrade Elem. School,Sogod II,Lone District,DAGSA,Purely ES,71,3,6,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,2,1.925,,
Region VIII,Region VIII,Southern Leyte,502441,San Pablo Integrated School,Hinunangan,Lone District,SAN PABLO ISLAND,ES and JHS (K to 10),112,8,6,Single Shift,For Verification,OFF-GRID SUPPLY,Piped line from Local Service Provider,#N/A,NA,,
Region VIII,Region VIII,Southern Leyte,122263,Hindangan PS,Sogod I,Lone District,HINDANGAN,Purely ES,25,4,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,2.175,,
Region VIII,Region VIII,Southern Leyte,122045,Pondol Elementary School,Hinunangan,Lone District,PONDOL,Purely ES,91,7,6,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,121993,Banahao Multi-Grade Elementary School,Bontoc I,Lone District,BANAHAO,Purely ES,68,3,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,1,2.125,,
Region VIII,Region VIII,Southern Leyte,122009,Lawgawan Primary School,Bontoc I,Lone District,LAWGAWAN,Purely ES,5,1,2,Single Shift,For Verification,GRID SUPPLY,Without Water Supply Source,2,NA,,
Region VIII,Region VIII,Southern Leyte,122050,Tawog Elementary School,Hinunangan,Lone District,TAWOG,Purely ES,56,3,5,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,1,1.925,,
Region VIII,Region VIII,Southern Leyte,303446,Canipaan National High School,Hinunangan,Lone District,CANIPAAN,JHS with SHS,801,29,23,Single Shift,DOS,GRID SUPPLY,Piped line from Local Service Provider,1,1.925,,
Region VIII,Region VIII,Southern Leyte,305494,"San Isidro National High School,Sogod",Sogod II,Lone District,SAN ISIDRO,Purely JHS,310, #N/A   ,9,Single Shift,For Verification,OFF-GRID SUPPLY,Piped line from Local Service Provider,10,NA,,
Region VIII,Region VIII,Southern Leyte,122028,Canipaan Elementary School,Hinunangan,Lone District,CANIPAAN,Purely ES,235,14,9,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VIII,Region VIII,Southern Leyte,122277,San Isidro Elementary School,Sogod II,Lone District,SAN ISIDRO,Purely ES,225,6,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VIII,Region VIII,Southern Leyte,122039,Matin-ao Elementary School,Hinunangan,Lone District,MATIN-AO,Purely ES,67,3,4,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,1,2.475,,
Region VIII,Region VIII,Southern Leyte,122282,Suba Elementary School,Sogod II,Lone District,SUBA,Purely ES,171,7,7,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
Region VIII,Region VIII,Southern Leyte,303458,Hilaan National High School,Bontoc I,Lone District,HILAAN,JHS with SHS,349,13,12,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
Region VIII,Region VIII,Southern Leyte,192027,Lum-an Multigrade School,Sogod I,Lone District,LUM-AN,Purely ES,20,2,4,Single Shift,For Verification,GRID SUPPLY,Without Water Supply Source,3,NA,,
Region VIII,Region VIII,Southern Leyte,122258,Buac Elementary School,Sogod II,Lone District,BUAC GAMAY,Purely ES,194,8,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.55,,
Region VIII,Region VIII,Southern Leyte,122023,Ambacon Elementary School,Hinunangan,Lone District,AMBACON,Purely ES,68,4,5,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,1,2.375,,
Region VIII,Region VIII,Southern Leyte,122005,Hilaan Elementary School,Bontoc I,Lone District,HILAAN,Purely ES,234,14,8,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,122259,Cabadbaran PS,Sogod I,Lone District,CABADBARAN,Purely ES,27,1,4,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,3,1.9,,
Region VIII,Region VIII,Southern Leyte,303447,Hinunangan National High School,Hinunangan,Lone District,BANGCAS A,JHS with SHS,1006,43,29,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,122303,Sta. Cruz Multi Grade Elementary School,St. Bernard,Lone District,SANTA CRUZ,Purely ES,55,4,4,Single Shift,For Verification,GRID & OFF-GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,122272,Milagroso Elementary School,Sogod I,Lone District,MILAGROSO,Purely ES,112,6,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,2.375,,
Region VIII,Region VIII,Southern Leyte,122032,Ilaya Elementary School,Hinunangan,Lone District,ILAYA,Purely ES,63,4,4,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VIII,Region VIII,Southern Leyte,122275,Pandan-San Miguel Elementary School,Sogod II,Lone District,SAN MIGUEL,Purely ES,413,6,14,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,10,1.85,,
Region VIII,Region VIII,Southern Leyte,122043,Palongpong Elementary School,Hinunangan,Lone District,PALONGPONG,Purely ES,53,3,5,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
Region VIII,Region VIII,Southern Leyte,122031,Hinunangan West Central School,Hinunangan,Lone District,LABRADOR,Purely ES,267,20,11,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VIII,Region VIII,Southern Leyte,122268,Libas Elementary School,Sogod I,Lone District,LIBAS,Purely ES,274,12,9,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,122036,Lumbog Elementary School,Hinunangan,Lone District,LUMBOG,Purely ES,35,4,4,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,1,2.025,,
Region VIII,Region VIII,Southern Leyte,122044,Patong Elementary School,Hinunangan,Lone District,PATONG,Purely ES,62,4,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.3,,
Region VIII,Region VIII,Southern Leyte,122276,Rizal Primary School,Sogod I,Lone District,RIZAL,Purely ES,108,4,4,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
Region VIII,Region VIII,Southern Leyte,303463,Libas NATIONAL HIGH SCHOOL,Sogod I,Lone District,LIBAS,JHS with SHS,367,14,12,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
Region VIII,Region VIII,Southern Leyte,122260,Concepcion Elementary School,Sogod II,Lone District,CONCEPCION,Purely ES,297,7,11,Single Shift,For Verification,GRID SUPPLY,Natural Resources,4,NA,,
Region VIII,Region VIII,Southern Leyte,122008,Lanao Primary School,Bontoc II,Lone District,LANAO,Purely ES,31,3,4,Single Shift,DOD,GRID SUPPLY,Without Water Supply Source,1,2.075,,
Region VIII,Region VIII,Southern Leyte,122030,Hinunangan East Central School,Hinunangan,Lone District,POBLACION,Purely ES,453,20,17,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,121994,Baugo Multi Grade Elementary School,Bontoc I,Lone District,BAUGO,Purely ES,78,3,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,2,2.175,,
Region VIII,Region VIII,Southern Leyte,122279,San Pedro Elementary School,Sogod I,Lone District,SAN PEDRO,Purely ES,173,8,7,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
Region VIII,Region VIII,Southern Leyte,303487,Sogod National High School,Sogod I,Lone District,ZONE I (POB.),JHS with SHS,3811,123,98,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VIII,Region VIII,Southern Leyte,122280,Sogod Central School,Sogod I,Lone District,ZONE I (POB.),Purely ES,2168,57,69,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,6,1.775,,
Region VIII,Region VIII,Southern Leyte,122261,Consolacion Elementary School,Sogod II,Lone District,CONSOLACION,Purely ES,555,21,19,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VIII,Region VIII,Southern Leyte,122049,Tahusan Elementary School,Hinunangan,Lone District,TAHUSAN,Purely ES,131,7,7,Single Shift,Tax Dec,NO ELECTRICITY SUPPLY,Piped line from Local Service Provider,0,2.35,,
Region VIII,Region VIII,Southern Leyte,303449,Consolacion National High School,Sogod II,Lone District,CONSOLACION,JHS with SHS,785,19,25,Single Shift,DOD,GRID SUPPLY,Natural Resources,7,1.825,,
Region VIII,Region VIII,Southern Leyte,192033,Mabicay Elementary School,Sogod I,Lone District,MABICAY,Purely ES,123,5,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
Region VIII,Region VIII,Southern Leyte,122029,Catublian Elementary School,Hinunangan,Lone District,CATUBLIAN,Purely ES,155,9,7,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,122011,Malbago Elementary School,Bontoc I,Lone District,MALBAGO,Purely ES,87,5,6,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,2,2.125,,
Region VIII,Region VIII,Southern Leyte,122027,Calinao Elementary School,Hinunangan,Lone District,CALINAO,Purely ES,21,4,4,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,122021,Taa Elementary School,Bontoc I,Lone District,TAA,Purely ES,69,7,5,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,122037,Manalog Elementary School,Hinunangan,Lone District,MANALOG,Purely ES,84,3,5,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,3,2.3,,
Region VIII,Region VIII,Southern Leyte,122270,Mac Elementary School,Sogod II,Lone District,MAC,Purely ES,353,11,13,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,2.175,,
Region VIII,Region VIII,Southern Leyte,122066,An-An Elementary School,Hinundayan,Lone District,AN-AN,Purely ES,38,4,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.3,,
Region VIII,Region VIII,Southern Leyte,122024,Biasong Elementary School,Hinunangan,Lone District,BIASONG,Purely ES,61,4,5,Single Shift,DOS,GRID SUPPLY,Piped line from Local Service Provider,1,2.375,,
Region VIII,Region VIII,Southern Leyte,122020,Sta. Cruz Elementary School,Bontoc I,Lone District,SANTA CRUZ,Purely ES,394,18,14,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.3,,
Region VIII,Region VIII,Southern Leyte,501531,Beniton Integrated School,Bontoc I,Lone District,BENITON,ES and JHS (K to 10),215,4,11,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,6,NA,,
Region VIII,Region VIII,Southern Leyte,122048,Sto. Niño II Elementary School,Hinunangan,Lone District,SANTO NINO II,Purely ES,147,7,7,Single Shift,DOS,GRID SUPPLY,Piped line from Local Service Provider,0,2.3,,
Region VIII,Region VIII,Southern Leyte,192004,Casao MG Elementary School,Bontoc I,Lone District,CASAO,Purely ES,53,2,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,2,2.125,,
Region VIII,Region VIII,Southern Leyte,305496,Sto. Niño National High School,Hinunangan,Lone District,SANTO NINO II,Purely JHS,104,2,4,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,3,NA,,
Region VIII,Region VIII,Southern Leyte,122041,Nueva Esperanza Elementary School,Hinunangan,Lone District,NUEVA ESPERANZA,Purely ES,75,7,5,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VIII,Region VIII,Southern Leyte,122042,Otama Elementary School,Hinunangan,Lone District,OTAMA,Purely ES,112,7,7,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VIII,Region VIII,Southern Leyte,122035,Libas Elementary School,Hinunangan,Lone District,LIBAS,Purely ES,59,4,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,1,2.375,,
Region VIII,Region VIII,Southern Leyte,122006,Himakilo Primary School,Bontoc I,Lone District,HIMAKILO,Purely ES,48,4,4,Single Shift,For Verification,GRID & OFF-GRID SUPPLY,Natural Resources,3,NA,,
Region VIII,Region VIII,Southern Leyte,192014,Bantawon MG ES,St. Bernard,Lone District,BANTAWON,Purely ES,31,3,4,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
Region VIII,Region VIII,Southern Leyte,122078,Gakat Elementary School,Libagon,Lone District,GAKAT,Purely ES,373,18,13,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,122000,Catuogan Multigrade Elementary  School,Bontoc II,Lone District,CATOOGAN,Purely ES,48,4,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
Region VIII,Region VIII,Southern Leyte,122004,Hibagwan Primary School,Bontoc I,Lone District,HIBAGWAN,Purely ES,23,2,2,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
Region VIII,Region VIII,Southern Leyte,192006,Baculod Elementary School,Hinundayan,Lone District,BACULOD,Purely ES,101,8,6,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,303472,Rito Monte de Ramos Sr. Memorial National High School,Libagon,Lone District,NAHAONG,JHS with SHS,962,26,26,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,192008,Navalita MG Elementary School,Hinundayan,Lone District,NAVALITA,Purely ES,40,3,4,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
Region VIII,Region VIII,Southern Leyte,192030,Mahika Elementary School,St. Bernard,Lone District,CATMON,Purely ES,124,7,7,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
Region VIII,Region VIII,Southern Leyte,122025,Bugho Elementary School,Hinunangan,Lone District,BUGHO,Purely ES,107,5,6,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
Region VIII,Region VIII,Southern Leyte,122003,Esperanza Elementary School,Bontoc I,Lone District,ESPERANZA,Purely ES,130,6,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,1,2.225,,
Region VIII,Region VIII,Southern Leyte,122017,Pangi Primary School,Bontoc I,Lone District,PANGI,Purely ES,69,2,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
Region VIII,Region VIII,Southern Leyte,501530,Hitawos Integrated School,Bontoc I,Lone District,HITAWOS,ES and JHS (K to 10),121,2,9,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,6,NA,,
Region VIII,Region VIII,Southern Leyte,122297,Malinao MG Elementary School,St. Bernard,Lone District,MALINAO,Purely ES,81,6,5,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
Region VIII,Region VIII,Southern Leyte,122292,Libas MG Elementary School,St. Bernard,Lone District,LIBAS,Purely ES,46,2,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,2,2.575,,
Region VIII,Region VIII,Southern Leyte,122068,Bugho Elementary School,Hinundayan,Lone District,BUGHO,Purely ES,104,6,6,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,122289,Himos-onan Elementary School,St. Bernard,Lone District,HIMOS-ONAN,Purely ES,96,4,7,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,5,2.1,,
Region VIII,Region VIII,Southern Leyte,122071,Hinundayan Central School,Hinundayan,Lone District,DISTRICT III (POB.),Purely ES,318,24,14,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,303466,Lungsodaan National High School,Hinundayan,Lone District,LUNGSODAAN,JHS with SHS,1261,41,36,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,4,2.2,,
Region VIII,Region VIII,Southern Leyte,122073,Lungsodaan Elementary School,Hinundayan,Lone District,LUNGSODAAN,Purely ES,254,10,8,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2,,
Region VIII,Region VIII,Southern Leyte,313403,Bontoc National High School,Bontoc I,Lone District,SAN RAMON,JHS with SHS,1071,44,33,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,192005,Guinsangaan MG Elementary School,Bontoc I,Lone District,GUINSANGAAN,Purely ES,54,4,4,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VIII,Region VIII,Southern Leyte,121996,Bontoc Central School,Bontoc I,Lone District,POBLACION,Purely ES,805,35,26,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,121999,Catmon Elementary School,Bontoc II,Lone District,CATMON,Purely ES,37,6,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
Region VIII,Region VIII,Southern Leyte,122083,Nahulid Elementary School,Libagon,Lone District,NAHULID,Purely ES,361,15,14,Single Shift,SP,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VIII,Region VIII,Southern Leyte,501383,Catmon Integrated School,St. Bernard,Lone District,CATMON,ES and JHS (K to 10),522,11,15,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,8,NA,,
Region VIII,Region VIII,Southern Leyte,122001,Cawayanan Elementary School,Bontoc II,Lone District,CAWAYANAN,Purely ES,98,3,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,3,2.25,,
Region VIII,Region VIII,Southern Leyte,122298,Maria Asuncion Elementary School,St. Bernard,Lone District,CABAGAWAN,Purely ES,130,9,7,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.3,,
Region VIII,Region VIII,Southern Leyte,122002,Divisoria Elementary School,Bontoc II,Lone District,DIVISORIA,Purely ES,278,15,12,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.3,,
Region VIII,Region VIII,Southern Leyte,192032,ATUYAN MG ELEMENTARY SCHOOL,St. Bernard,Lone District,ATUYAN,Purely ES,34,3,4,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
Region VIII,Region VIII,Southern Leyte,122067,Biasong MG Elementary School,Hinundayan,Lone District,BIASONG,Purely ES,52,4,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
Region VIII,Region VIII,Southern Leyte,122051,Tuburan Elementary School,Hinunangan,Lone District,TUBURAN,Purely ES,47,4,4,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.4,,
Region VIII,Region VIII,Southern Leyte,303451,Divisoria National High School,Bontoc II,Lone District,DIVISORIA,JHS with SHS,394,16,12,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
Region VIII,Region VIII,Southern Leyte,122072,Hubasan Elementary School,Hinundayan,Lone District,HUBASAN,Purely ES,85,6,7,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.3,,
Region VIII,Region VIII,Southern Leyte,122064,Ambao Elementary School,Hinundayan,Lone District,AMBAO,Purely ES,73,5,4,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
Region VIII,Region VIII,Southern Leyte,122022,Union Elementary School,Bontoc II,Lone District,UNION,Purely ES,228,12,7,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
Region VIII,Region VIII,Southern Leyte,122285,Carnaga MG ES,St. Bernard,Lone District,CARNAGA,Purely ES,68,3,4,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
Region VIII,Region VIII,Southern Leyte,122019,San Vicente Elementary  School,Bontoc II,Lone District,SAN VICENTE,Purely ES,130,8,7,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
Region VIII,Region VIII,Southern Leyte,501920,Buenavista Integrated School,Bontoc II,Lone District,BUENAVISTA,ES and JHS (K to 10),246,10,11,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,1,NA,,
